128
50.93,85.87,10.78,48.61,59.68,62.32,14.63,76.96,79.55,90.45,65.09,31.90,77.51,41.53,64.78,94.11,80.32,84.84,62.94,94.88,43.91,81.85,17.03,78.59,56.09,22.87,18.30,30.53,43.14,76.67,50.41,86.91,62.12,55.55,19.61,68.07,81.39,22.55,23.54,49.49,22.68,53.24,70.82,60.61,52.36,49.30,21.19,44.39,88.43,56.35,18.82,39.80,70.24,76.53,51.43,18.12,84.79,10.43,62.29,71.87,58.23,44.15,46.97,75.56,30.96,17.33,28.76,26.77,77.09,33.84,78.97,93.96,65.99,93.86,44.67,36.77,95.50,12.21,88.01,35.83,37.26,73.27,84.97,95.24,97.42,34.06,12.17,48.42,93.49,83.36,79.61,85.06,34.59,52.12,46.31,67.00,47.41,35.73,35.74,66.14,43.87,40.03,14.97,94.02,34.32,65.23,90.24,61.92,81.77,95.87,87.47,55.29,59.28,18.54,21.06,32.32,12.90,34.87,91.75,18.90,26.79,24.27,27.83,61.46,91.57,28.14,58.45,88.24
66.96,93.76,47.34,11.49,15.76,69.52,46.13,38.38,47.08,89.46,54.71,20.97,33.14,70.10,64.42,28.15,92.16,69.09,39.74,87.59,51.51,19.12,48.67,36.59,92.65,14.21,97.69,94.91,23.47,29.16,38.67,81.91,63.46,17.11,25.72,36.24,19.47,65.39,61.25,83.43,19.12,52.19,79.33,48.02,83.40,10.55,65.13,18.13,71.57,82.14,87.12,79.01,68.12,25.14,30.53,17.33,37.99,92.22,41.88,86.12,28.47,79.23,82.06,73.14,59.83,83.46,30.48,58.65,61.45,91.25,41.86,69.63,69.43,63.44,87.74,12.51,78.56,94.46,37.41,52.66,21.78,26.08,62.25,91.77,98.88,56.73,29.80,71.50,96.66,31.68,55.87,13.28,27.52,40.73,57.91,17.94,36.32,61.04,88.74,69.70,34.88,68.88,72.91,18.35,98.37,52.10,70.36,69.94,69.76,26.77,68.31,13.49,40.36,40.72,42.00,34.43,45.52,95.64,66.00,90.48,30.17,52.37,82.00,75.96,23.56,50.64,79.66,17.14
10.39,54.92,28.62,35.27,11.74,82.73,16.09,90.05,40.98,19.77,18.89,60.76,30.54,11.63,59.25,12.23,19.88,85.97,76.19,60.88,28.32,98.28,64.09,94.99,13.10,17.81,87.94,64.30,82.82,49.29,65.80,13.28,92.23,58.64,19.68,90.93,15.67,11.20,96.48,82.18,55.36,71.62,16.40,83.72,51.54,26.34,33.70,96.07,44.91,13.37,76.83,95.35,92.73,79.99,10.88,41.43,36.44,60.43,32.16,58.82,67.10,95.01,17.96,44.13,16.22,71.74,59.03,28.13,84.31,79.21,63.49,59.18,15.58,85.84,32.91,26.52,94.54,31.97,54.47,92.29,13.56,43.13,69.87,61.55,21.24,93.71,33.08,34.28,84.98,61.31,11.83,83.75,78.39,67.02,22.82,26.58,83.93,64.18,76.45,19.51,41.63,75.04,57.34,26.41,63.31,51.07,96.19,30.47,36.76,28.67,76.13,80.53,64.41,50.49,21.31,79.99,27.67,11.52,58.75,59.22,86.49,44.47,63.72,41.66,83.74,81.40,25.42,89.91
70.09,65.74,98.19,34.37,37.04,73.78,66.25,33.92,84.19,32.05,70.18,80.70,96.80,66.22,60.98,38.65,34.14,98.36,14.85,43.95,14.97,22.18,63.33,51.91,94.47,22.83,11.02,68.06,67.19,59.93,13.81,64.30,96.76,90.23,97.75,73.93,28.91,74.89,48.48,75.43,83.76,54.41,13.27,98.54,30.83,47.73,11.35,19.86,76.13,98.72,36.78,38.72,15.95,75.69,53.73,94.30,36.62,10.78,47.25,36.86,94.20,26.00,40.99,26.02,65.78,72.80,78.36,37.61,19.71,80.11,54.61,63.77,53.67,45.78,79.36,28.04,47.52,77.15,55.90,30.89,37.83,96.70,56.73,40.25,28.66,79.71,84.83,74.96,33.45,50.20,75.39,32.61,95.92,59.12,46.47,89.05,10.96,36.44,11.75,91.57,41.18,29.18,42.43,78.60,28.09,26.93,65.01,80.71,95.04,75.97,84.01,71.06,63.37,67.58,38.12,19.92,80.43,32.01,44.69,31.81,96.51,27.08,49.72,54.55,26.43,97.33,61.17,16.41
50.68,93.39,28.63,71.08,50.12,70.36,64.70,29.05,95.64,25.84,65.05,86.78,17.53,84.56,66.98,45.15,36.63,57.95,10.38,54.20,47.75,21.37,87.59,60.52,94.38,81.36,19.51,59.95,93.17,30.53,29.89,83.15,86.58,45.71,59.84,29.71,22.26,15.43,13.17,96.98,94.84,65.22,81.71,48.54,85.20,32.66,58.87,42.55,10.65,46.55,22.52,11.04,58.37,86.28,74.12,55.20,38.09,75.77,46.53,82.00,38.98,94.09,26.48,56.79,63.81,91.40,17.40,94.37,34.51,14.32,70.52,83.60,61.94,40.75,70.93,55.97,35.58,46.37,13.79,59.89,98.44,21.89,19.98,59.65,97.97,34.79,88.99,68.64,98.92,71.22,30.10,67.61,80.53,34.72,43.73,34.74,58.44,47.18,49.30,95.15,71.83,72.17,71.17,41.21,48.44,84.23,98.66,91.20,55.54,94.94,60.82,41.02,92.81,73.16,96.25,14.65,88.84,16.87,73.26,76.84,72.12,77.04,78.52,70.14,15.81,84.25,39.22,13.79
45.98,25.57,79.34,23.18,26.86,22.96,93.30,46.98,95.22,27.22,66.68,17.07,97.83,49.61,88.95,42.21,84.69,51.36,88.03,20.11,32.51,46.51,19.26,77.48,46.12,12.16,27.62,72.00,47.15,87.85,25.84,27.64,36.49,52.92,95.61,77.31,95.90,18.01,10.70,31.84,64.79,31.35,11.66,35.71,35.36,46.83,31.93,57.92,59.45,28.33,70.44,89.18,49.13,14.37,60.87,81.53,64.39,22.38,53.37,97.75,89.96,96.92,56.35,82.08,55.14,77.75,26.96,60.37,53.14,77.38,35.46,27.17,76.66,63.51,67.79,55.23,37.66,74.16,81.15,41.81,36.41,74.33,88.88,22.22,35.57,70.13,65.42,19.65,42.77,22.31,16.90,38.68,91.22,80.70,65.95,93.25,57.66,89.29,12.80,30.87,68.76,86.70,78.31,25.64,25.33,96.64,59.85,89.95,87.22,67.43,44.46,51.65,78.89,79.64,51.74,43.85,41.47,29.31,12.55,45.73,17.35,50.86,11.24,32.24,59.54,40.60,32.37,59.00
15.89,28.74,38.84,35.03,70.51,65.85,78.20,81.98,85.93,51.67,15.90,61.42,14.17,36.64,69.40,59.53,41.43,42.58,91.69,10.08,31.03,12.55,87.30,82.38,71.42,78.62,65.79,62.71,92.18,19.24,48.94,41.11,56.33,46.73,68.52,49.89,54.05,89.15,58.05,40.37,31.91,40.36,31.73,34.56,49.82,75.75,67.86,61.12,23.39,88.26,54.58,35.37,16.99,46.98,38.95,26.01,93.97,93.35,45.68,47.86,79.84,91.81,54.30,29.12,94.78,38.52,12.61,89.10,27.25,83.00,78.47,48.64,81.27,41.03,63.72,76.79,35.67,93.42,93.63,86.40,81.88,56.77,23.23,13.93,21.78,17.83,96.83,48.06,18.19,97.82,84.42,26.22,61.45,86.41,35.43,65.23,82.58,43.53,96.99,19.38,24.76,66.94,29.87,75.37,35.40,59.35,73.90,45.90,86.47,60.95,34.67,55.75,77.79,42.28,91.66,22.20,73.28,56.01,56.72,85.42,14.05,11.96,93.02,94.29,11.14,61.89,66.82,80.18
55.68,51.21,91.78,46.73,38.79,23.84,52.59,95.48,74.74,20.18,57.80,30.87,51.01,23.68,69.78,95.65,53.75,76.77,61.97,57.74,10.84,83.66,28.98,58.17,87.64,34.16,90.40,56.08,59.85,62.45,30.85,90.18,57.67,39.51,32.97,80.51,82.58,15.84,98.75,46.73,81.54,11.59,73.04,28.61,10.09,49.50,89.19,96.68,74.47,34.16,31.63,27.40,54.85,16.04,61.87,48.50,11.93,63.12,49.89,33.47,86.07,30.99,60.48,49.74,24.58,22.05,76.52,76.32,54.84,74.86,41.69,56.94,19.11,81.35,79.61,47.67,31.77,68.25,53.59,37.34,82.03,16.75,69.46,73.01,24.75,25.88,64.35,42.79,25.54,42.51,65.72,92.47,60.11,96.79,76.39,74.42,95.39,84.16,86.01,46.24,55.97,50.58,86.67,31.04,33.09,86.13,18.34,97.58,50.69,10.58,71.35,14.42,58.38,74.09,38.29,83.02,17.09,79.59,34.14,68.65,50.80,56.25,16.50,66.09,80.25,24.78,26.15,22.95
12.67,13.70,80.92,88.37,97.26,87.64,29.46,66.78,21.71,20.94,73.79,62.26,69.02,13.31,47.78,36.43,58.95,15.78,38.05,21.90,70.57,64.37,23.07,29.92,88.77,61.74,94.48,91.85,17.94,86.61,15.25,70.00,16.61,41.26,98.34,49.58,74.73,18.38,67.30,61.80,24.14,77.00,98.58,72.78,53.63,87.56,12.12,38.40,94.48,13.98,78.07,78.21,42.45,50.32,48.82,80.84,95.57,11.06,78.38,12.93,49.18,61.54,59.80,65.29,44.07,84.42,20.58,55.15,64.64,28.50,17.72,93.67,54.05,32.57,64.41,42.39,98.93,83.55,37.15,12.72,80.21,30.78,97.34,37.60,25.20,54.56,77.65,51.01,34.69,50.64,85.69,30.35,61.16,71.58,23.77,30.56,57.58,78.55,51.37,28.30,88.86,58.49,36.80,48.45,91.80,80.07,47.30,17.63,46.21,32.09,62.51,18.91,98.60,95.54,87.67,11.51,32.75,66.86,32.58,14.67,77.50,65.78,83.20,46.22,42.74,14.18,47.87,95.71
42.16,64.64,23.91,16.36,64.46,72.82,44.48,14.52,64.30,24.27,32.23,78.04,58.98,18.57,55.33,79.00,13.37,66.33,86.76,13.34,46.28,91.48,60.72,85.92,80.89,31.78,44.64,58.93,72.57,89.27,48.80,89.90,18.30,36.87,67.89,78.15,28.45,43.89,20.71,48.87,61.40,30.49,86.86,54.73,94.73,57.57,75.26,60.79,70.56,89.89,54.09,32.10,77.80,49.82,95.40,97.71,54.45,98.86,71.26,97.62,52.33,80.07,57.74,46.32,13.99,38.68,94.09,90.62,72.81,87.76,23.68,95.89,29.27,42.39,37.82,64.85,48.52,34.19,88.76,29.41,14.30,43.00,28.32,57.51,56.17,72.78,54.53,12.21,79.64,52.89,52.68,10.68,83.43,12.65,91.09,78.42,32.86,67.06,52.19,25.44,93.43,55.18,21.61,85.37,72.70,83.04,72.82,12.18,86.42,10.18,17.53,95.16,73.53,55.02,35.25,63.96,73.32,10.01,43.24,15.69,61.75,84.26,43.96,36.83,48.29,73.39,39.68,63.38
